ID	Date	Latitude	Longitude	Accuracy	Battery	Interval	Acceleration	Activity	Date	
5107250619	1393379860157	37.8738854	-122.2589345	38.493	81	30000	0.9306641	still61unknown23in_vehicle15	Tue Feb 25 17:57:41 PST 2014	
5107250619	1393379890217	37.8739191	-122.2589045	30.731	81	30000	0.95043945	still85in_vehicle7unknown7	Tue Feb 25 17:58:20 PST 2014	
5107250619	1393379920545	37.8738608	-122.2590212	31.816	81	30000	0.94409186	still77in_vehicle15unknown7	Tue Feb 25 17:58:42 PST 2014	
5107250619	1393379950603	37.8739419	-122.2588241	36.94	81	30000	0.9572754	still77unknown15in_vehicle7	Tue Feb 25 17:59:12 PST 2014	
5107250619	1393379980612	37.8739313	-122.258928	30.0	80	30000	0.9321289	still61unknown23in_vehicle15	Tue Feb 25 17:59:42 PST 2014	
5107250619	1393380010607	37.8738535	-122.2589449	36.568	80	30000	0.9555663	still69unknown23in_vehicle7	Tue Feb 25 18:00:12 PST 2014	
5107250619	1393380040569	37.8738693	-122.2588931	40.625	80	30000	0.9519041	still100	Tue Feb 25 18:00:55 PST 2014	
5107250619	1393380070627	37.8739291	-122.2588925	32.0	80	30000	0.967041	tilting100	Tue Feb 25 18:01:13 PST 2014	
5107250619	1393380100656	37.8738766	-122.258862	20.0	80	30000	0.9863281	still72unknown17in_vehicle9	Tue Feb 25 18:01:41 PST 2014	
5107250619	1393380130673	37.8738386	-122.2589088	29.623	80	30000	0.98071295	still72unknown17in_vehicle9	Tue Feb 25 18:02:11 PST 2014	
5107250619	1393380160668	37.8738784	-122.2588431	21.0	80	30000	0.97216785	tilting100	Tue Feb 25 18:02:42 PST 2014	
5107250619	1393380190757	37.8740592	-122.2586966	25.0	80	30000	0.97216785	still60in_vehicle20unknown19	Tue Feb 25 18:03:12 PST 2014	
5107250619	1393380220770	37.8738537	-122.2589608	25.834	80	30000	0.9746093	still92unknown7	Tue Feb 25 18:03:51 PST 2014	
5107250619	1393380250788	37.8740017	-122.2587657	29.0	80	30000	0.96142584	still61unknown23in_vehicle15	Tue Feb 25 18:04:12 PST 2014	
5107250619	1393380281524	37.873999	-122.2588009	40.159	80	30000	0.98681647	still77unknown15in_vehicle7	Tue Feb 25 18:04:42 PST 2014	
5107250619	1393380312524	37.87398	-122.2588036	39.377	80	30000	0.9523927	still85in_vehicle7unknown7	Tue Feb 25 18:05:13 PST 2014	
5107250619	1393380342536	37.873949	-122.258809	38.173	80	30000	0.96142584	still61unknown23in_vehicle15	Tue Feb 25 18:05:43 PST 2014	
5107250619	1393380372601	37.8739757	-122.2588057	29.0	80	30000	0.96142584	still69in_vehicle15unknown15	Tue Feb 25 18:06:14 PST 2014	
5107250619	1393380403517	37.8739982	-122.2587856	41.18	79	30000	0.95434576	still69in_vehicle15unknown15	Tue Feb 25 18:06:44 PST 2014	
5107250619	1393380434503	37.8739455	-122.258861	34.421	79	30000	0.95434576	still54unknown38in_vehicle7	Tue Feb 25 18:07:15 PST 2014	
5107250619	1393380464691	37.8739291	-122.2587895	46.5	79	30000	0.98095703	still77unknown15in_vehicle7	Tue Feb 25 18:07:46 PST 2014	
5107250619	1393380494698	37.8739183	-122.2588545	29.0	79	30000	0.9709473	still85in_vehicle7unknown7	Tue Feb 25 18:08:16 PST 2014	
5107250619	1393380524731	37.873947	-122.2588178	27.0	79	30000	0.96142584	still69in_vehicle15unknown15	Tue Feb 25 18:08:46 PST 2014	
5107250619	1393380554747	37.8739321	-122.2588381	25.0	79	30000	0.96142584	still77unknown15in_vehicle7	Tue Feb 25 18:09:15 PST 2014	
5107250619	1393380584785	37.8738842	-122.2588813	31.848	79	30000	0.9719238	still62unknown30in_vehicle7	Tue Feb 25 18:09:46 PST 2014	
5107250619	1393380614802	37.8739261	-122.2588388	29.0	79	30000	0.97680664	still69unknown23in_vehicle7	Tue Feb 25 18:10:16 PST 2014	
5107250619	1393380644828	37.8738804	-122.2589106	29.679	79	30000	0.96142584	still69unknown23in_vehicle7	Tue Feb 25 18:10:46 PST 2014	
5107250619	1393380675706	37.8738608	-122.2589142	29.266	79	30000	0.9519043	still100	Tue Feb 25 18:11:25 PST 2014	
5107250619	1393380705776	37.8739093	-122.2588826	24.0	79	30000	0.9790039	still100	Tue Feb 25 18:11:47 PST 2014	
5107250619	1393380735783	37.8739019	-122.2588436	34.801	79	30000	0.96948236	still100	Tue Feb 25 18:12:17 PST 2014	
5107250619	1393380765851	37.8738518	-122.2589413	36.746	79	30000	0.951416	still100	Tue Feb 25 18:12:47 PST 2014	
5107250619	1393380795828	37.873965	-122.2588263	37.369	79	30000	0.96142584	still100	Tue Feb 25 18:13:26 PST 2014	
5107250619	1393380826540	37.8739201	-122.2588655	44.446	79	30000	0.9719238	still100	Tue Feb 25 18:13:48 PST 2014	
5107250619	1393380856496	37.873957	-122.2588202	37.582	79	30000	0.96020514	tilting100	Tue Feb 25 18:14:18 PST 2014	
5107250619	1393380886512	37.8739374	-122.258815	29.0	79	30000	0.951416	still64in_vehicle30unknown4	Tue Feb 25 18:14:48 PST 2014	
